"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Argentina","Ukraine","2012","18","0","18","0"
"Argentina","United States","2012","3","0","3","0"
"Argentina","Various","2012","548","0","548","0"
"Argentina","Venezuela (Bolivarian Republic of)","2012","1","0","1","0"
"Argentina","Viet Nam","2012","0","0","0","0"
"Argentina","Yemen","2012","15","0","15","0"
"Argentina","Zimbabwe","2012","3","0","3","0"
"Armenia","Azerbaijan","2012","1716","1716","1716","1716"
"Armenia","Côte d'Ivoire","2012","6","6","6","6"
"Armenia","Cuba","2012","0","0","0","0"
"Armenia","Ethiopia","2012","1","1","1","1"
"Armenia","Georgia","2012","8","7","8","7"
"Armenia","Iraq","2012","943","445","943","445"
"Armenia","Islamic Rep. of Iran","2012","21","18","21","18"
"Armenia","Kazakhstan","2012","1","0","1","0"
"Armenia","Lebanon","2012","14","0","14","0"
"Armenia","Russian Federation","2012","1","1","1","1"
"Armenia","State of Palestine","2012","5","0","5","0"
"Armenia","Syrian Arab Rep.","2012","136","136","136","136"
"Armenia","Turkey","2012","2","1","2","1"
"Australia","Afghanistan","2012","7192","0","7192","0"
"Australia","Albania","2012","58","0","58","0"
"Australia","Algeria","2012","11","0","11","0"
"Australia","Angola","2012","2","0","2","0"
"Australia","Argentina","2012","1","0","1","0"
"Australia","Armenia","2012","4","0","4","0"
"Australia","Australia","2012","3","0","3","0"
"Australia","Azerbaijan","2012","3","0","3","0"
"Australia","Bahrain","2012","74","0","74","0"
"Australia","Bangladesh","2012","334","0","334","0"
"Australia","Belarus","2012","6","0","6","0"
"Australia","Benin","2012","1","0","1","0"
"Australia","Bhutan","2012","2","0","2","0"
"Australia","Bosnia and Herzegovina","2012","1","0","1","0"
"Australia","Brazil","2012","6","0","6","0"
"Australia","Bulgaria","2012","1","0","1","0"
"Australia","Burundi","2012","28","0","28","0"
"Australia","Cambodia","2012","23","0","23","0"
"Australia","Cameroon","2012","52","0","52","0"
"Australia","Chad","2012","2","0","2","0"
"Australia","Chile","2012","1","0","1","0"
"Australia","China","2012","2678","0","2678","0"
"Australia","Colombia","2012","118","0","118","0"
"Australia","Congo","2012","16","0","16","0"
"Australia","Côte d'Ivoire","2012","6","0","6","0"
"Australia","Croatia","2012","3","0","3","0"
"Australia","Cuba","2012","4","0","4","0"
"Australia","Cyprus","2012","0","0","0","0"
"Australia","Czech Rep.","2012","1","0","1","0"
"Australia","Dem. People's Rep. of Korea","2012","29","0","29","0"
"Australia","Dem. Rep. of the Congo","2012","30","0","30","0"
"Australia","Denmark","2012","2","0","2","0"
"Australia","Djibouti","2012","2","0","2","0"
"Australia","Ecuador","2012","5","0","5","0"
"Australia","Egypt","2012","810","0","810","0"
"Australia","El Salvador","2012","5","0","5","0"
"Australia","Eritrea","2012","96","0","96","0"
"Australia","Ethiopia","2012","189","0","189","0"
"Australia","Fiji","2012","279","0","279","0"
"Australia","France","2012","4","0","4","0"
"Australia","Gambia","2012","3","0","3","0"
"Australia","Georgia","2012","6","0","6","0"
"Australia","Germany","2012","2","0","2","0"
"Australia","Ghana","2012","28","0","28","0"
"Australia","Greece","2012","2","0","2","0"
"Australia","Guinea","2012","8","0","8","0"
"Australia","Guyana","2012","0","0","0","0"
"Australia","India","2012","196","0","196","0"
"Australia","Indonesia","2012","233","0","233","0"
"Australia","Iraq","2012","2821","0","2821","0"
"Australia","Islamic Rep. of Iran","2012","3949","0","3949","0"
"Australia","Israel","2012","36","0","36","0"
"Australia","Italy","2012","2","0","2","0"
"Australia","Japan","2012","3","0","3","0"
"Australia","Jordan","2012","77","0","77","0"
"Australia","Kazakhstan","2012","7","0","7","0"
"Australia","Kenya","2012","55","0","55","0"
"Australia","Kuwait","2012","39","0","39","0"
"Australia","Kyrgyzstan","2012","11","0","11","0"
"Australia","Lao People's Dem. Rep.","2012","3","0","3","0"
"Australia","Latvia","2012","6","0","6","0"
"Australia","Lebanon","2012","315","0","315","0"
"Australia","Liberia","2012","16","0","16","0"
"Australia","Libya","2012","127","0","127","0"
"Australia","Malawi","2012","0","0","0","0"
"Australia","Malaysia","2012","69","0","69","0"
"Australia","Maldives","2012","4","0","4","0"
"Australia","Mali","2012","2","0","2","0"
"Australia","Malta","2012","1","0","1","0"
"Australia","Mauritania","2012","1","0","1","0"
"Australia","Mauritius","2012","1","0","1","0"
"Australia","Mexico","2012","2","0","2","0"
"Australia","Mongolia","2012","49","0","49","0"
"Australia","Morocco","2012","18","0","18","0"
"Australia","Mozambique","2012","5","0","5","0"
"Australia","Myanmar","2012","534","0","534","0"
"Australia","Nepal","2012","196","0","196","0"
"Australia","Netherlands","2012","1","0","1","0"
"Australia","New Zealand","2012","3","0","3","0"
"Australia","Niger","2012","1","0","1","0"
"Australia","Nigeria","2012","116","0","116","0"
"Australia","Pakistan","2012","1957","0","1957","0"
"Australia","Papua New Guinea","2012","172","0","172","0"
"Australia","Peru","2012","2","0","2","0"
"Australia","Philippines","2012","29","0","29","0"
"Australia","Poland","2012","1","0","1","0"
"Australia","Rep. of Korea","2012","37","0","37","0"
"Australia","Romania","2012","14","0","14","0"
"Australia","Russian Federation","2012","83","0","83","0"
"Australia","Rwanda","2012","27","0","27","0"
"Australia","Samoa","2012","1","0","1","0"
"Australia","Saudi Arabia","2012","37","0","37","0"
"Australia","Senegal","2012","5","0","5","0"
"Australia","Serbia (and Kosovo: S/RES/1244 (1999))","2012","80","0","80","0"
"Australia","Sierra Leone","2012","33","0","33","0"
"Australia","Solomon Islands","2012","16","0","16","0"
"Australia","Somalia","2012","66","0","66","0"
"Australia","South Africa","2012","32","0","32","0"
"Australia","Sri Lanka","2012","2866","0","2866","0"
"Australia","State of Palestine","2012","179","0","179","0"
"Australia","Stateless","2012","1433","0","1433","0"
"Australia","Sudan","2012","49","0","49","0"
"Australia","Sweden","2012","1","0","1","0"
"Australia","Syrian Arab Rep.","2012","204","0","204","0"
"Australia","Tajikistan","2012","2","0","2","0"
"Australia","Thailand","2012","17","0","17","0"
"Australia","Timor-Leste","2012","8","0","8","0"
"Australia","Togo","2012","3","0","3","0"
"Australia","Tonga","2012","11","0","11","0"
"Australia","Tunisia","2012","10","0","10","0"
"Australia","Turkey","2012","311","0","311","0"
"Australia","Turkmenistan","2012","2","0","2","0"
"Australia","Uganda","2012","43","0","43","0"
"Australia","Ukraine","2012","26","0","26","0"
"Australia","United Arab Emirates","2012","4","0","4","0"
"Australia","United Kingdom","2012","2","0","2","0"
"Australia","United Rep. of Tanzania","2012","9","0","9","0"
"Australia","United States","2012","9","0","9","0"
"Australia","Uzbekistan","2012","30","0","30","0"
"Australia","Vanuatu","2012","1","0","1","0"
"Australia","Various","2012","178","0","178","0"
"Australia","Venezuela (Bolivarian Republic of)","2012","9","0","9","0"
"Australia","Viet Nam","2012","88","0","88","0"
"Australia","Yemen","2012","7","0","7","0"
"Australia","Zambia","2012","6","0","6","0"
"Australia","Zimbabwe","2012","953","0","953","0"
"Austria","Afghanistan","2012","10158","0","10158","0"
"Austria","Albania","2012","150","0","150","0"
"Austria","Algeria","2012","50","0","50","0"
"Austria","Angola","2012","173","0","173","0"
"Austria","Armenia","2012","974","0","974","0"
"Austria","Azerbaijan","2012","418","0","418","0"
"Austria","Bangladesh","2012","93","0","93","0"
"Austria","Belarus","2012","106","0","106","0"
"Austria","Benin","2012","5","0","5","0"
"Austria","Bhutan","2012","1","0","1","0"
"Austria","Bolivia (Plurinational State of)","2012","13","0","13","0"
"Austria","Bosnia and Herzegovina","2012","219","0","219","0"
"Austria","Brazil","2012","1","0","1","0"
"Austria","Bulgaria","2012","6","0","6","0"
"Austria","Burkina Faso","2012","10","0","10","0"
"Austria","Burundi","2012","21","0","21","0"
"Austria","Cambodia","2012","1","0","1","0"
"Austria","Cameroon","2012","221","0","221","0"
"Austria","Canada","2012","1","0","1","0"
"Austria","Chad","2012","1","0","1","0"
"Austria","China","2012","328","0","328","0"
"Austria","Colombia","2012","19","0","19","0"
"Austria","Congo","2012","122","0","122","0"
"Austria","Côte d'Ivoire","2012","60","0","60","0"
"Austria","Croatia","2012","9","0","9","0"
"Austria","Cuba","2012","25","0","25","0"
"Austria","Czech Rep.","2012","1","0","1","0"
"Austria","Dem. Rep. of the Congo","2012","449","0","449","0"
"Austria","Egypt","2012","82","0","82","0"
"Austria","Equatorial Guinea","2012","1","0","1","0"
"Austria","Eritrea","2012","88","0","88","0"
"Austria","Estonia","2012","3","0","3","0"
"Austria","Ethiopia","2012","143","0","143","0"
"Austria","France","2012","1","0","1","0"
"Austria","Gambia","2012","90","0","90","0"
"Austria","Georgia","2012","819","0","819","0"
"Austria","Ghana","2012","37","0","37","0"
"Austria","Guatemala","2012","5","0","5","0"
"Austria","Guinea","2012","74","0","74","0"
"Austria","Guinea-Bissau","2012","4","0","4","0"
"Austria","India","2012","50","0","50","0"
"Austria","Indonesia","2012","0","0","0","0"
"Austria","Iraq","2012","2863","0","2863","0"
"Austria","Islamic Rep. of Iran","2012","2816","0","2816","0"
"Austria","Israel","2012","2","0","2","0"
"Austria","Jordan","2012","10","0","10","0"
"Austria","Kazakhstan","2012","50","0","50","0"
"Austria","Kenya","2012","24","0","24","0"
"Austria","Kuwait","2012","2","0","2","0"
"Austria","Kyrgyzstan","2012","258","0","258","0"
"Austria","Lao People's Dem. Rep.","2012","1","0","1","0"
"Austria","Latvia","2012","2","0","2","0"
"Austria","Lebanon","2012","46","0","46","0"
"Austria","Liberia","2012","27","0","27","0"
"Austria","Libya","2012","6","0","6","0"
"Austria","Madagascar","2012","5","0","5","0"
"Austria","Mali","2012","5","0","5","0"
"Austria","Mauritania","2012","7","0","7","0"
"Austria","Mexico","2012","1","0","1","0"
"Austria","Mongolia","2012","176","0","176","0"
"Austria","Montenegro","2012","13","0","13","0"
"Austria","Morocco","2012","14","0","14","0"
"Austria","Myanmar","2012","16","0","16","0"
"Austria","Nepal","2012","40","0","40","0"
"Austria","Niger","2012","1","0","1","0"
"Austria","Nigeria","2012","315","0","315","0"
"Austria","Pakistan","2012","94","0","94","0"
"Austria","Peru","2012","2","0","2","0"
"Austria","Philippines","2012","9","0","9","0"
"Austria","Poland","2012","0","0","0","0"
"Austria","Rep. of Korea","2012","2","0","2","0"
"Austria","Rep. of Moldova","2012","145","0","145","0"
"Austria","Romania","2012","37","0","37","0"
"Austria","Russian Federation","2012","19517","0","19517","0"
"Austria","Rwanda","2012","40","0","40","0"
"Austria","Senegal","2012","7","0","7","0"
"Austria","Serbia (and Kosovo: S/RES/1244 (1999))","2012","3165","0","3165","0"
"Austria","Sierra Leone","2012","36","0","36","0"
"Austria","Slovakia","2012","2","0","2","0"
"Austria","Somalia","2012","1915","0","1915","0"
"Austria","South Africa","2012","5","0","5","0"
"Austria","Sri Lanka","2012","30","0","30","0"
"Austria","Stateless","2012","625","0","625","0"
"Austria","Sudan","2012","250","0","250","0"
"Austria","Syrian Arab Rep.","2012","1675","0","1675","0"
"Austria","Tajikistan","2012","59","0","59","0"
"Austria","The former Yugoslav Rep. of Macedonia","2012","168","0","168","0"
"Austria","Togo","2012","27","0","27","0"
"Austria","Tunisia","2012","9","0","9","0"
"Austria","Turkey","2012","1309","0","1309","0"
"Austria","Turkmenistan","2012","14","0","14","0"
"Austria","Uganda","2012","17","0","17","0"
"Austria","Ukraine","2012","309","0","309","0"
"Austria","United Rep. of Tanzania","2012","2","0","2","0"
"Austria","United States","2012","1","0","1","0"
"Austria","Uzbekistan","2012","134","0","134","0"
"Austria","Various","2012","322","0","322","0"
"Austria","Viet Nam","2012","37","0","37","0"
"Austria","Yemen","2012","12","0","12","0"
"Austria","Zimbabwe","2012","22","0","22","0"
"Azerbaijan","Afghanistan","2012","576","576","576","576"
"Azerbaijan","Armenia","2012","5","5","5","5"
"Azerbaijan","Cambodia","2012","1","1","1","1"
"Azerbaijan","Dem. Rep. of the Congo","2012","1","1","1","1"
"Azerbaijan","Iraq","2012","12","12","12","12"
"Azerbaijan","Islamic Rep. of Iran","2012","78","78","78","78"
"Azerbaijan","Kazakhstan","2012","1","1","1","1"
"Azerbaijan","Pakistan","2012","5","5","5","5"
"Azerbaijan","Russian Federation","2012","781","781","781","781"
"Azerbaijan","State of Palestine","2012","5","5","5","5"
"Azerbaijan","Syrian Arab Rep.","2012","3","3","3","3"
"Bahamas","Cuba","2012","29","29","36","36"
"Bahamas","Nigeria","2012","1","1","1","1"
"Bahrain","Iraq","2012","289","289","289","289"
"Bangladesh","Côte d'Ivoire","2012","1","1","1","1"
"Bangladesh","Iraq","2012","3","3","3","3"
"Bangladesh","Islamic Rep. of Iran","2012","4","4","4","4"
"Bangladesh","Myanmar","2012","30674","30674","230674","50674"
"Bangladesh","Somalia","2012","12","12","12","12"
"Bangladesh","Sri Lanka","2012","1","1","1","1"
"Bangladesh","State of Palestine","2012","2","2","2","2"
"Belarus","Afghanistan","2012","409","162","409","162"
"Belarus","Armenia","2012","3","2","3","2"
"Belarus","Azerbaijan","2012","18","3","18","3"
"Belarus","Egypt","2012","1","1","1","1"
"Belarus","Ethiopia","2012","10","5","10","5"
"Belarus","Georgia","2012","92","37","92","37"
"Belarus","Iraq","2012","2","1","2","1"
"Belarus","Islamic Rep. of Iran","2012","16","14","16","14"
"Belarus","Liberia","2012","1","0","1","0"
"Belarus","Libya","2012","1","1","1","1"
"Belarus","Pakistan","2012","5","5","5","5"
"Belarus","Rwanda","2012","1","0","1","0"
"Belarus","State of Palestine","2012","5","1","5","1"
"Belarus","Tajikistan","2012","12","8","12","8"
"Belgium","Afghanistan","2012","1267","0","1267","0"
"Belgium","Albania","2012","318","0","318","0"
"Belgium","Algeria","2012","33","0","33","0"
"Belgium","Angola","2012","101","0","101","0"
"Belgium","Argentina","2012","0","0","0","0"
"Belgium","Armenia","2012","99","0","99","0"
"Belgium","Azerbaijan","2012","20","0","20","0"
"Belgium","Bangladesh","2012","9","0","9","0"
"Belgium","Belarus","2012","45","0","45","0"
"Belgium","Benin","2012","9","0","9","0"
"Belgium","Bhutan","2012","2","0","2","0"
"Belgium","Bolivia (Plurinational State of)","2012","4","0","4","0"
"Belgium","Bosnia and Herzegovina","2012","46","0","46","0"
"Belgium","Bulgaria","2012","19","0","19","0"
"Belgium","Burkina Faso","2012","48","0","48","0"
"Belgium","Burundi","2012","290","0","290","0"
"Belgium","Cambodia","2012","13","0","13","0"
"Belgium","Cameroon","2012","345","0","345","0"
"Belgium","Central African Rep.","2012","15","0","15","0"
"Belgium","Chad","2012","48","0","48","0"
"Belgium","Chile","2012","56","0","56","0"
"Belgium","China","2012","866","0","866","0"
"Belgium","Colombia","2012","39","0","39","0"
"Belgium","Congo","2012","31","0","31","0"
"Belgium","Côte d'Ivoire","2012","155","0","155","0"
"Belgium","Croatia","2012","7","0","7","0"
"Belgium","Cuba","2012","1","0","1","0"
"Belgium","Czech Rep.","2012","9","0","9","0"
"Belgium","Dem. People's Rep. of Korea","2012","61","0","61","0"
"Belgium","Dem. Rep. of the Congo","2012","677","0","677","0"
"Belgium","Djibouti","2012","94","0","94","0"
"Belgium","Dominican Rep.","2012","1","0","1","0"
"Belgium","Egypt","2012","18","0","18","0"
"Belgium","Equatorial Guinea","2012","0","0","0","0"
"Belgium","Eritrea","2012","62","0","62","0"
"Belgium","Estonia","2012","3","0","3","0"
"Belgium","Ethiopia","2012","85","0","85","0"
"Belgium","France","2012","2","0","2","0"
"Belgium","Gabon","2012","10","0","10","0"
"Belgium","Gambia","2012","0","0","0","0"
"Belgium","Georgia","2012","26","0","26","0"
"Belgium","Germany","2012","3","0","3","0"
"Belgium","Ghana","2012","15","0","15","0"
"Belgium","Guatemala","2012","5","0","5","0"
"Belgium","Guinea","2012","1938","0","1938","0"
"Belgium","Guinea-Bissau","2012","9","0","9","0"
"Belgium","Haiti","2012","4","0","4","0"
"Belgium","Hungary","2012","75","0","75","0"
"Belgium","India","2012","10","0","10","0"
"Belgium","Iraq","2012","1541","0","1541","0"
"Belgium","Islamic Rep. of Iran","2012","411","0","411","0"
"Belgium","Israel","2012","5","0","5","0"
"Belgium","Jordan","2012","21","0","21","0"
"Belgium","Kazakhstan","2012","17","0","17","0"
"Belgium","Kenya","2012","28","0","28","0"
"Belgium","Kuwait","2012","4","0","4","0"
"Belgium","Kyrgyzstan","2012","33","0","33","0"
"Belgium","Lao People's Dem. Rep.","2012","16","0","16","0"
"Belgium","Latvia","2012","4","0","4","0"
"Belgium","Lebanon","2012","87","0","87","0"
"Belgium","Liberia","2012","22","0","22","0"
"Belgium","Libya","2012","9","0","9","0"
"Belgium","Lithuania","2012","13","0","13","0"
"Belgium","Madagascar","2012","1","0","1","0"
"Belgium","Malaysia","2012","1","0","1","0"
"Belgium","Mali","2012","11","0","11","0"
"Belgium","Mauritania","2012","156","0","156","0"
"Belgium","Mexico","2012","0","0","0","0"
"Belgium","Morocco","2012","18","0","18","0"
"Belgium","Myanmar","2012","17","0","17","0"
"Belgium","Nepal","2012","13","0","13","0"
"Belgium","Niger","2012","50","0","50","0"
"Belgium","Nigeria","2012","19","0","19","0"
"Belgium","Pakistan","2012","39","0","39","0"
"Belgium","Peru","2012","4","0","4","0"
"Belgium","Poland","2012","220","0","220","0"
"Belgium","Rep. of Korea","2012","0","0","0","0"
"Belgium","Rep. of Moldova","2012","3","0","3","0"
"Belgium","Romania","2012","38","0","38","0"
"Belgium","Russian Federation","2012","2661","0","2661","0"
"Belgium","Rwanda","2012","966","0","966","0"
"Belgium","Senegal","2012","209","0","209","0"
"Belgium","Serbia (and Kosovo: S/RES/1244 (1999))","2012","4","0","4","0"
"Belgium","Sierra Leone","2012","34","0","34","0"
"Belgium","Somalia","2012","288","0","288","0"
"Belgium","South Africa","2012","2","0","2","0"
"Belgium","Spain","2012","3","0","3","0"
"Belgium","Sri Lanka","2012","302","0","302","0"
"Belgium","State of Palestine","2012","130","0","130","0"
"Belgium","Sudan","2012","64","0","64","0"
"Belgium","Syrian Arab Rep.","2012","355","0","355","0"
"Belgium","Thailand","2012","1","0","1","0"
"Belgium","The former Yugoslav Rep. of Macedonia","2012","45","0","45","0"
"Belgium","Togo","2012","115","0","115","0"
"Belgium","Tunisia","2012","11","0","11","0"
"Belgium","Turkey","2012","514","0","514","0"
"Belgium","Uganda","2012","19","0","19","0"
"Belgium","Ukraine","2012","85","0","85","0"
"Belgium","United Arab Emirates","2012","2","0","2","0"
"Belgium","United Kingdom","2012","0","0","0","0"
"Belgium","United Rep. of Tanzania","2012","43","0","43","0"
"Belgium","Uruguay","2012","2","0","2","0"
"Belgium","Uzbekistan","2012","18","0","18","0"
"Belgium","Various","2012","6305","0","6305","0"
"Belgium","Viet Nam","2012","48","0","48","0"
"Belgium","Yemen","2012","4","0","4","0"
"Belize","Cuba","2012","1","0","1","0"
"Belize","El Salvador","2012","27","0","27","0"
"Belize","Nicaragua","2012","0","0","0","0"
"Benin","Algeria","2012","0","0","0","0"
"Benin","Angola","2012","1","1","1","1"
"Benin","Bosnia and Herzegovina","2012","0","0","0","0"
"Benin","Burkina Faso","2012","1","1","1","1"
"Benin","Burundi","2012","14","14","14","14"
"Benin","Cameroon","2012","2","2","2","2"
"Benin","Central African Rep.","2012","3","3","3","3"
"Benin","Chad","2012","80","80","80","80"
"Benin","Congo","2012","140","140","140","140"
"Benin","Côte d'Ivoire","2012","201","201","201","201"
"Benin","Dem. Rep. of the Congo","2012","190","190","190","190"
"Benin","Equatorial Guinea","2012","4","4","4","4"
"Benin","Eritrea","2012","7","7","7","7"
"Benin","Ghana","2012","1","1","1","1"
"Benin","Guinea","2012","0","0","0","0"
"Benin","Iraq","2012","0","0","0","0"
"Benin","Islamic Rep. of Iran","2012","0","0","0","0"
"Benin","Liberia","2012","0","0","0","0"
"Benin","Mali","2012","0","0","0","0"
"Benin","Niger","2012","0","0","0","0"
"Benin","Nigeria","2012","43","43","43","43"
"Benin","Rwanda","2012","87","87","87","87"
"Benin","Sierra Leone","2012","1","1","1","1"
"Benin","Somalia","2012","0","0","0","0"
"Benin","Sri Lanka","2012","0","0","0","0"
"Benin","Sudan","2012","2","2","2","2"
"Benin","Syrian Arab Rep.","2012","1","1","1","1"
"Benin","Togo","2012","4188","4188","4188","4188"
"Benin","Viet Nam","2012","0","0","0","0"
"Bolivia (Plurinational State of)","Angola","2012","1","0","1","0"
"Bolivia (Plurinational State of)","Cameroon","2012","1","0","1","0"
"Bolivia (Plurinational State of)","Chile","2012","8","1","8","1"
"Bolivia (Plurinational State of)","Colombia","2012","168","98","168","98"
"Bolivia (Plurinational State of)","Congo","2012","1","0","1","0"
"Bolivia (Plurinational State of)","Côte d'Ivoire","2012","1","1","1","1"
"Bolivia (Plurinational State of)","Cuba","2012","9","2","9","2"
"Bolivia (Plurinational State of)","Ecuador","2012","2","2","2","2"
"Bolivia (Plurinational State of)","Ethiopia","2012","2","0","2","0"
"Bolivia (Plurinational State of)","Ghana","2012","1","1","1","1"
"Bolivia (Plurinational State of)","Honduras","2012","1","0","1","0"
"Bolivia (Plurinational State of)","Iraq","2012","16","1","16","1"
"Bolivia (Plurinational State of)","Israel","2012","1","0","1","0"
"Bolivia (Plurinational State of)","Peru","2012","511","56","511","56"
"Bolivia (Plurinational State of)","Portugal","2012","1","0","1","0"
